round,accuracy,auc,method,dataset,noise_type,alpha,noise_rate,noisy_fraction,seed,feature_set
14,0.7969742102375167,0.7395870173647952,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
15,0.7986856889028245,0.7440337082081631,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
16,0.8050612735491626,0.745378091691695,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
17,0.8093856967416582,0.7466579880910098,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
18,0.8056883802356876,0.7468373994853746,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
19,0.799639413655248,0.7456144979509466,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
20,0.7987510125160043,0.7493323594050488,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
21,0.8058059627394111,0.7494778548776472,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
22,0.806041127746858,0.7511760341459198,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
23,0.8025267173577905,0.7507867243069735,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
24,0.7982022941652949,0.7503924954599929,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
25,0.8016775103864545,0.7536999992867074,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
26,0.8059627394110424,0.751537255690942,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
27,0.8099474798150035,0.755717564128779,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
28,0.807935512529069,0.7586469346593956,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
29,0.8018081576128139,0.7571821844926725,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
30,0.809633926471741,0.7626690934063727,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
31,0.8018212223354498,0.7545255286688308,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
32,0.8064722635938439,0.7574977206337536,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
33,0.8064330694259361,0.7560016983692995,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
34,0.8082490658723316,0.7562021887047848,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
35,0.8017950928901779,0.7566316356555194,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
36,0.8027357529199655,0.7547048237598601,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
37,0.802853335423689,0.7564891121485098,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
38,0.8020825167881686,0.7603979478330464,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
39,0.8028141412557811,0.7589782662472173,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
40,0.8095816675811972,0.7609523637561021,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
41,0.8016905751090905,0.7590009080144073,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
42,0.8018212223354498,0.7592052353215386,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
43,0.8022784876277077,0.7622913609414128,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
44,0.8022784876277077,0.763872715586111,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
45,0.8027096234746937,0.7628578755266189,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
46,0.8025267173577905,0.7653625862348604,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
47,0.8056361213451438,0.7617732077752846,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
48,0.8027749470878733,0.7623707379678303,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
49,0.8107182984505239,0.7684248655172851,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
50,0.810483133443077,0.7712436388448849,fedavg,brfss,asymmetric,0.1,0.2,0.2,123,original
1,0.7926236575997492,0.3470379394574617,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
2,0.7926236575997492,0.3723458276936989,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
3,0.7926236575997492,0.3890158879774664,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
4,0.7926236575997492,0.3851397366454479,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
5,0.7926236575997492,0.4042432022702012,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
6,0.7926236575997492,0.4076747425657083,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
7,0.7926236575997492,0.4219186052000174,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
8,0.7926236575997492,0.4232916751089129,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
9,0.7926236575997492,0.4161611446138964,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
10,0.7926236575997492,0.4094128221854078,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
11,0.7926236575997492,0.4059060128634375,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
12,0.7926236575997492,0.4196098905340857,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
13,0.7926236575997492,0.4209172054447236,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
14,0.7926236575997492,0.442132412537397,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
15,0.7926236575997492,0.4423886287853058,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
16,0.7926236575997492,0.4455937337557275,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
17,0.7926236575997492,0.430061540653441,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
18,0.7926236575997492,0.4241249397012637,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
19,0.7926236575997492,0.4353533206077339,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
20,0.7926236575997492,0.4311379238689727,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
21,0.7926236575997492,0.427621387642156,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
22,0.7926236575997492,0.4310926351424794,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
23,0.7926236575997492,0.4444315467160742,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
24,0.7926236575997492,0.4409067903356584,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
25,0.7926236575997492,0.4407998463034808,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
26,0.7926236575997492,0.4564560332992317,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
27,0.7926236575997492,0.4577448715558788,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
28,0.7926236575997492,0.4615110840448328,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
29,0.7926236575997492,0.4666922024139054,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
30,0.7926236575997492,0.4649084872345516,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
31,0.7926236575997492,0.4484598934235487,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
32,0.7926236575997492,0.4618972329252703,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
33,0.7926236575997492,0.4702501997413731,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
34,0.7926236575997492,0.4643195832188563,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
35,0.7926236575997492,0.4388393957448994,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
36,0.7926236575997492,0.4366327684084692,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
37,0.7926236575997492,0.4486845613533049,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
38,0.7926236575997492,0.469957479822485,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
39,0.7926236575997492,0.4552931951685846,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
40,0.7926236575997492,0.4812375430236282,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
41,0.7926236575997492,0.4644524618564078,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
42,0.7926236575997492,0.4574595337835213,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
43,0.7926236575997492,0.4741008619513293,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
44,0.7926236575997492,0.4714323795320679,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
45,0.7926236575997492,0.4421854603578383,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
46,0.7926236575997492,0.4670195641119837,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
47,0.7926236575997492,0.4787608022291303,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
48,0.7926236575997492,0.4676114961680901,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
49,0.7926236575997492,0.4804454124287977,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
50,0.7926236575997492,0.4690771809151871,fedavg,brfss,asymmetric,0.1,0.3,0.2,42,original
1,0.7926236575997492,0.5901294120401077,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
2,0.7926236575997492,0.6369680705090882,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
3,0.7926236575997492,0.660678460782303,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
4,0.7926236575997492,0.6850690137294498,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
5,0.7926236575997492,0.6918661845972334,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
6,0.7926236575997492,0.7029255269130659,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
7,0.7926236575997492,0.7070129754449588,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
8,0.7926236575997492,0.714900231514977,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
9,0.7925322045412976,0.7210519572928712,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
10,0.7925322045412976,0.7247269973126671,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
11,0.7926236575997492,0.7277169109983233,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
12,0.7927151106582008,0.7321603609246392,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
13,0.7925191398186616,0.7340668571198166,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
14,0.7938778709727993,0.7371284551969911,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
15,0.7969480807922448,0.7397198752338938,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
16,0.7976143816466776,0.7427331544673186,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
17,0.8051004677170703,0.7429811630226998,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
18,0.7986856889028245,0.7441741257940634,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
19,0.7969611455148807,0.7436022695628095,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
20,0.7969742102375167,0.7436931263514857,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
21,0.7987510125160043,0.7453129732465141,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
22,0.8016383162185466,0.7472758931741277,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
23,0.7988947244649997,0.7469876737789509,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
24,0.7969480807922448,0.7450411401605587,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
25,0.7978626113767605,0.7486664220828291,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
26,0.8015207337148232,0.7488853963412634,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
27,0.8059627394110424,0.7520621907953164,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
28,0.8017297692769982,0.753806356610095,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
29,0.7980585822162996,0.7509365178108688,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
30,0.8055185388414204,0.7566398931923335,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
31,0.7988424655744558,0.7500752614978989,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
32,0.8023960701314311,0.7533614444310188,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
33,0.8020563873428967,0.7515002743455494,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
34,0.8063808105353923,0.7535367561328099,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
35,0.8016513809411826,0.752690896512288,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
36,0.8016513809411826,0.7526590138220459,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
37,0.8018865459486295,0.7522123487855574,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
38,0.8020041284523529,0.755302608365952,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
39,0.8017950928901779,0.7550810110519351,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
40,0.8027749470878733,0.7576628931769118,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
41,0.7984635886180136,0.7560733100712332,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
42,0.7983068119463824,0.7565123032412753,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
43,0.7986203652896449,0.7591851927262104,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
44,0.8012594392621044,0.7604537993946093,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
45,0.8023699406861592,0.7603543278517316,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
46,0.8027749470878733,0.760944269251642,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
47,0.8027618823652374,0.7594206477903258,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
48,0.8019257401165373,0.7589722153585082,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
49,0.8095947323038332,0.764992921275372,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
50,0.8084711661571424,0.7672451353655922,fedavg,brfss,asymmetric,0.1,0.3,0.2,123,original
1,0.696937629014136,0.6884718572153672,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
2,0.8010895978678373,0.7135366631732155,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
3,0.762744636931358,0.7267415766896557,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
4,0.762731572208722,0.7303228222231337,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
5,0.8150427216430195,0.7460414339957436,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
6,0.8148467508034805,0.7570366017925727,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
7,0.7996002194873403,0.7577802764718652,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
8,0.8035065715554859,0.7623654710882124,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
9,0.8108358809542473,0.770092465315726,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
10,0.816427582242429,0.7719316135723198,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
11,0.8154215985994617,0.7776066213241706,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
12,0.8130438190797209,0.7762252523415555,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
13,0.8120900943272974,0.7795101310158422,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
14,0.8114760523634084,0.7807689484740367,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
15,0.8140236732774163,0.7800379757804473,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
16,0.7967782393979775,0.7792037859535262,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
17,0.8112539520785974,0.7830337607076964,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
18,0.7964254918868072,0.7826422618738297,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
19,0.7935904470748086,0.7778064159164885,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
20,0.8122338062762927,0.7788673827095426,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
21,0.7997047372684278,0.7833110185135106,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
22,0.8035718951686656,0.7833769822347184,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
23,0.7980324527710276,0.7808172579719825,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
24,0.7984113297274699,0.7834096603567008,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
25,0.8025267173577905,0.784511228436462,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
26,0.8036764129497531,0.7837566451273614,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
27,0.8095686028585614,0.7838115974149202,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
28,0.8027096234746937,0.7842171087238585,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
29,0.7978887408220323,0.7851880266210485,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
30,0.8079093830837971,0.7845642170668131,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
31,0.7991429541950824,0.7857435276957603,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
32,0.800736850356667,0.7856294413926811,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
33,0.8036502835044812,0.7858022972249348,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
34,0.7942959420971493,0.7854411452542294,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
35,0.7941914243160618,0.7854047661939665,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
36,0.7969350160696088,0.7855047413718232,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
37,0.791604609234146,0.7861930577403059,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
38,0.7896579655613911,0.7857355972620771,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
39,0.8018604165033576,0.7857810085224416,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
40,0.8088892372814925,0.7817954749418924,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
41,0.7947532073894071,0.785038874862343,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
42,0.7796895821901701,0.7859884895191229,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
43,0.782668338951164,0.7866581485480757,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
44,0.7934859292937211,0.7857191943380937,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
45,0.7931985053957304,0.7851007201993703,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
46,0.7836220637035876,0.7858399109697135,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
47,0.7850853126388126,0.7861850608475739,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
48,0.7891876355464974,0.7870016182581084,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
49,0.7797810352486216,0.7863026102901493,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
50,0.7824984975568968,0.7871480379268542,fedavg,brfss,asymmetric,0.5,0.0,0.2,42,original
1,0.8050743382717985,0.6991917838231442,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
2,0.8048391732643516,0.7005873096215774,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
3,0.8130830132476288,0.7134391905939154,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
4,0.8168195239215071,0.7219292873498481,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
5,0.8197460217919573,0.7343019508128542,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
6,0.8185701967547229,0.7438293331335906,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
7,0.8174466306080322,0.7441749991075017,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
8,0.8147161035771211,0.7579320938614811,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
9,0.8201640929163074,0.7663660015684938,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
10,0.8199811867994042,0.7683937720282474,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
11,0.8188184264848057,0.7696921783110775,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
12,0.8171984008779494,0.7747611189978789,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
13,0.8198505395730449,0.7736228561773733,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
14,0.8162708055707978,0.7786600242467323,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
15,0.8165451647461525,0.7753216647297645,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
16,0.8183480964699119,0.7758158853693641,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
17,0.8100258681508191,0.7767561708371679,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
18,0.8169371064252305,0.7758991481732914,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
19,0.8165712941914243,0.7753991248279928,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
20,0.8178647017323822,0.773739467924307,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
21,0.8126388126780069,0.7815050530523011,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
22,0.8179953489587416,0.7757029537922578,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
23,0.8183089023020041,0.7735905030816764,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
24,0.819171173995976,0.7729856073573622,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
25,0.8128609129628178,0.7786809173102006,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
26,0.8129523660212694,0.779879273648744,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
27,0.8159572522275352,0.7778361947624669,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
28,0.8158657991690836,0.7795785568371238,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
29,0.814284967730135,0.7816351492363952,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
30,0.8139060907736929,0.7816355744704655,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
31,0.8161924172349821,0.7770884183137557,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
32,0.8123252593347443,0.7836738111919834,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
33,0.8170285594836821,0.7774013095923792,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
34,0.816427582242429,0.7772087746127208,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
35,0.8154346633220977,0.7791741462561815,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
36,0.814520132737582,0.7822211347652677,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
37,0.8147030388544851,0.7822662002308937,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
38,0.8098690914791878,0.7836098246274779,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
39,0.8144025502338585,0.7828717740451904,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
40,0.8036502835044812,0.7839314189262269,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
41,0.8157351519427243,0.7806470584248363,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
42,0.8125212301742833,0.7838497127178332,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
43,0.8112408873559614,0.7833490777416012,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
44,0.8116328290350396,0.7822565678225076,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
45,0.8116981526482193,0.7828413555308674,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
46,0.8120117059914818,0.7827544260566068,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
47,0.803049306263228,0.7832167837359945,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
48,0.8140498027226882,0.7816555796825786,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
49,0.8125473596195553,0.7849467387369776,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
50,0.8068250111050143,0.7851215436885218,fedavg,brfss,asymmetric,0.5,0.0,0.2,123,original
1,0.5264299338925035,0.6895249319963754,fedavg,brfss,asymmetric,0.5,0.1,0.2,42,original
2,0.8019779990070811,0.7182654290650138,fedavg,brfss,asymmetric,0.5,0.1,0.2,42,original
3,0.7574011653732591,0.7237966672026901,fedavg,brfss,asymmetric,0.5,0.1,0.2,42,original
4,0.7609286404849626,0.7304049386084693,fedavg,brfss,asymmetric,0.5,0.1,0.2,42,original
